Rok,RID,NAZEV,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných
2007,64000,"Vysoká škola finanční a správní, o.p.s.",1540,1311,1538,1310,1311,1310,1207,1207
2007,65000,"Vysoká škola Karlovy Vary, o.p.s.",689,689,681,681,638,631,638,631
2007,66000,"ŠKODA AUTO VŠ, a.s.",368,354,368,354,340,340,230,230
2007,67000,"Literární akademie, s.r.o.",143,119,143,119,73,73,63,63
2007,68000,"Vysoká škola podnikání, a.s.",1124,920,1086,916,917,913,794,794
2007,6A000,"Vysoká škola aplikovaného práva, s.r.o.",338,338,337,337,229,229,229,229
2007,6B000,"Vysoká škola ekonomie a managementu, o.p.s.",787,787,777,777,785,775,785,775
2007,6C000,"Vysoká škola v Plzni, o.p.s.",456,395,430,383,278,270,278,270
2007,6D000,"University of New York in Prague, s.r.o",62,62,62,62,55,55,51,51
2007,6E000,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",517,517,506,506,406,404,350,349
2007,6F000,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",236,188,228,182,188,182,146,143
2007,6H000,"Středočeský vysokoškolský institut, s.r.o.",176,176,176,176,176,176,176,176
2007,6J000,Academia Rerum civilium,133,96,130,93,87,84,87,84
2007,6K000,"Vysoká škola evropských a regionálních studií, o.p.s.",312,216,307,216,216,216,213,213
2007,6L000,"Rašínova vysoká škola, s.r.o.",118,98,118,98,98,98,93,93
2007,6M000,Vysoká škola regionálního rozvoje,324,275,319,272,275,272,275,272
2007,6N000,"Filmová akademie Miroslava Ondříčka v Písku, o.p.s.",32,32,30,30,29,28,27,26
2007,6P000,Vysoká škola tělesné výchovy a sportu Palestra,126,83,124,83,82,82,76,76
2007,6Q000,"Newton College, a.s.",129,129,127,127,129,127,109,107
2007,6R000,Vysoká škola logistiky o.p.s.,326,294,325,294,283,283,274,274
2007,6S000,"Vysoká škola zdravotnická, o.p.s.",221,175,219,175,175,175,127,127
2007,6T000,"B.I.B.S., a.s.",266,266,260,260,212,212,198,198
2007,70000,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o",22,22,22,22,22,22,20,20
2007,71000,"Soukromá vysoká škola ekonomických studií, s. r. o.",164,164,162,162,124,123,124,123
2007,72000,"Vysoká škola obchodní v Praze, o.p.s.",1280,1137,1280,1137,953,953,912,912
2007,73000,"Akademie STING, o.p.s",379,268,379,268,268,268,253,253
2007,74000,"Pražský technologický institut, o.p.s.",26,26,26,26,26,26,26,26
2007,75000,"Metropolitní univerzita Praha, o.p.s.",1255,1129,1243,1124,1124,1120,1022,1020
2007,76000,"Univerzita Jana Amose Komenského Praha, s.r.o.",2216,2216,2207,2207,1940,1937,1850,1850
2007,77000,"Vysoká škola Karla Engliše, a. s.",236,236,236,236,189,189,189,189
2007,78000,"Anglo-americká vysoká škola, o.p.s.",54,50,53,49,41,41,36,36
2007,79000,"Pražská vysoká škola psychosociálních studií, s.r.o.",65,51,64,50,43,42,31,31
2007,7A000,"Západomoravská vysoká škola Třebíč, o.p.s.",56,56,56,56,56,56,56,56
2007,7B000,Soukromá vysoká škola ekonomická Znojmo s.r.o.,442,394,413,379,348,340,310,304
2007,7C000,Moravská vysoká škola Olomouc o.p.s.,387,345,387,345,345,345,280,280
2007,7D000,CEVRO institut o.p.s.,224,202,222,201,196,195,180,180
2007,7E000,Unicorn College s.r.o.,138,102,89,89,101,89,86,86
2007,7F000,"Vysoká škola aplikovaných ekonomických studií, s.r.o.",26,26,26,26,26,26,26,26
2007,7G000,"Vysoká škola obchodní a hotelová, s.r.o.",74,74,73,73,74,73,74,73
2008,00000,všechny veřejné a soukromé VŠ,280677,240366,140611,130089,138446,100057,97317,92726
2008,11000,Univerzita Karlova v Praze,33239,28107,20989,18258,11560,9230,7677,7247
2008,11110,1. lékařská fakulta,852,665,843,658,244,241,209,208
2008,11120,3. lékařská fakulta,1009,843,974,813,239,236,189,189
2008,11130,2. lékařská fakulta,361,299,350,291,83,83,61,61
2008,11150,Lékařská fakulta Hradec Králové,244,218,244,218,60,60,56,56
2008,11160,Farmaceutická fakulta Hradec Králové,245,211,245,211,165,165,105,105
2008,11210,Filozofická fakulta,8086,6487,5769,4787,1935,1568,1331,1288
2008,11230,Fakulta sociálních věd,7406,6904,5351,4980,1265,1041,777,735
2008,11240,Fakulta humanitních studií,2977,2541,2968,2541,1045,1045,945,945
2008,11260,Katolická teologická fakulta,277,239,276,238,186,186,160,160
2008,11270,Evangelická teologická fakulta,252,235,252,235,232,232,202,202
2008,11280,Husitská teologická fakulta,568,538,455,430,470,383,318,303
2008,11310,Přírodovědecká fakulta,3620,3099,2618,2253,2546,1972,1042,1040
2008,11320,Matematicko-fyzikální fakulta,1715,1196,1667,1155,1196,1155,775,766
2008,11410,Pedagogická fakulta,4068,3484,3544,3069,1333,1250,1036,1025
2008,11510,Fakulta tělesné výchovy a sportu,1559,1148,1447,1077,561,544,471,471
2008,12000,Jihočeská univerzita v Českých Budějovicích,9747,8655,7223,6432,5472,4410,3265,3199
2008,12110,Fakulta zdravotně sociální,1942,1702,1392,1184,823,636,499,495
2008,12210,Filozofická fakulta,870,825,671,632,644,488,247,236
2008,12220,Zemědělská fakulta,1512,1512,1232,1232,1327,1109,819,814
2008,12260,Fakulta teologická,679,568,614,518,310,300,257,256
2008,12310,Přírodovědecká fakulta,745,673,672,603,422,385,229,227
2008,12410,Pedagogická fakulta,2260,1916,2109,1802,1046,1014,712,708
2008,12510,Ekonomická fakulta,1739,1459,1420,1159,900,727,502,500
2008,13000,Univerzita J. E. Purkyně v Ústí nad Labem,9413,7860,7304,6259,4590,3978,3188,3129
2008,13410,Filozofická fakulta,855,609,714,532,550,488,361,354
2008,13420,Fakulta výrobních technologií a managementu,293,266,290,264,239,237,214,214
2008,13430,Fakulta pedagogická,2622,2212,2157,1852,1300,1134,873,863
2008,13440,Přírodovědecká fakulta,1069,902,960,817,703,654,462,454
2008,13510,Fakulta sociálně ekonomická,2682,2178,2259,1812,760,683,552,552
2008,13520,Fakulta životního prostředí,912,912,849,849,708,708,490,490
2008,13530,Fakulta umění a designu,450,342,434,337,77,77,71,71
2008,13900,celoškolská pracoviště,530,439,423,346,253,221,165,163
2008,14000,Masarykova univerzita,40712,34930,24717,21489,14702,10464,8778,8040
2008,14110,Lékařská fakulta,2068,1597,1685,1266,505,433,297,296
2008,14210,Filozofická fakulta,8435,6995,5822,4992,4067,3106,2288,2176
2008,14220,Právnická fakulta,2923,2364,2443,1941,375,351,367,345
2008,14230,Fakulta sociálních studií,8523,7432,5292,4407,1696,1014,769,719
2008,14310,Přírodovědecká fakulta,2959,2643,2433,2170,1961,1631,1032,994
2008,14330,Fakulta informatiky,1882,1752,1692,1568,1199,1074,621,613
2008,14410,Pedagogická fakulta,6342,5891,5097,4690,2507,2139,1788,1688
2008,14510,Fakulta sportovních studií,1424,1013,1132,771,509,402,371,338
2008,14560,Fakulta ekonomicko-správní,6156,5243,4664,4251,1883,1608,1245,1183
2008,15000,Univerzita Palackého v Olomouci,17837,14816,13103,11115,6598,5640,4037,3979
2008,15120,Fakulta zdravotnických věd,1253,1054,1162,980,302,297,233,233
2008,15210,Filozofická fakulta,5529,4685,4581,3907,1794,1626,990,976
2008,15220,Právnická fakulta,723,557,667,510,165,162,128,128
2008,15260,Cyrilometodějská teologická fakulta,677,572,620,536,386,372,315,313
2008,15310,Přírodovědecká fakulta,2898,2588,2366,2153,2048,1774,1042,1036
2008,15410,Pedagogická fakulta,4928,3935,3836,2983,1310,1107,867,857
2008,15510,Fakulta tělesné kultury,1829,1425,1479,1163,593,526,462,460
2008,16000,Veterinární a farmaceutická univerzita Brno,263,206,261,206,186,186,123,123
2008,16270,Fakulta veterinární hygieny a ekologie,263,206,261,206,186,186,123,123
2008,17000,Ostravská univerzita v Ostravě,11432,10454,8966,8252,2992,2752,2461,2425
2008,17110,Fakulta zdravotnických studií,1707,1583,1428,1308,570,522,417,416
2008,17200,Fakulta sociálních studií,935,750,927,743,98,98,85,85
2008,17250,Filozofická fakulta,3394,2884,2933,2514,651,622,586,568
2008,17310,Přírodovědecká fakulta,1663,1550,1371,1264,622,587,553,549
2008,17450,Pedagogická fakulta,3410,3410,3032,3032,949,872,720,714
2008,17500,Fakulta umění,323,277,301,258,102,102,100,100
2008,18000,Univerzita Hradec Králové,10431,8362,8229,6703,3215,2929,2253,2226
2008,18440,Pedagogická fakulta,5744,4664,4514,3694,1728,1594,1288,1271
2008,18450,Fakulta informatiky a managementu,3069,2234,2856,2101,861,814,638,635
2008,18460,Filozofická fakulta,1618,1464,1452,1322,626,593,327,325
2008,19000,Slezská univerzita v Opavě,7861,6634,6707,5755,5153,4696,3377,3332
2008,19240,Filozoficko-přírodovědecká fakulta,4859,4439,4147,3848,3043,2762,1765,1741
2008,19520,Obchodně podnikatelská fakulta v Karviné,2831,2024,2730,1960,2019,1956,1548,1546
2008,19900,celoškolská pracoviště,171,171,169,169,91,90,64,64
2008,21000,České vysoké učení technické v Praze,9478,8294,8426,7442,7040,6521,5033,5013
2008,21110,Fakulta stavební,2390,1905,2379,1902,1453,1453,1152,1152
2008,21220,Fakulta strojní,1573,1573,1571,1571,1573,1571,1036,1035
2008,21230,Fakulta elektrotechnická,2718,2314,2679,2285,2085,2061,1460,1459
2008,21260,Fakulta dopravní,902,677,897,675,621,619,449,449
2008,21340,Fakulta jaderná a fyzikálně inženýrská,747,747,746,746,585,584,374,374
2008,21450,Fakulta architektury,706,678,703,675,358,356,285,285
2008,21460,Fakulta biomedicínského inženýrství,297,269,296,268,234,233,146,146
2008,21900,celoškolská pracoviště,145,131,145,131,131,131,131,131
2008,22000,Vysoká škola chemicko-technologická v Praze,2392,2389,2029,2026,2026,1768,999,996
2008,22310,Fakulta chemické technologie,1015,1015,991,991,799,797,383,383
2008,22320,Fakulta technologie ochrany prostředí,260,260,260,260,240,240,118,118
2008,22330,Fakulta potravinářské a biochemické technologie,798,798,798,798,721,721,340,340
2008,22340,Fakulta chemicko-inženýrská,279,276,277,274,227,226,120,120
2008,22900,celoškolská pracoviště,40,40,40,40,39,39,38,38
2008,23000,Západočeská univerzita v Plzni,15963,13198,10720,8897,7700,6171,4951,4863
2008,23210,Fakulta strojní,1294,1077,1286,1073,1026,1025,821,821
2008,23220,Fakulta elektrotechnická,1465,1203,994,797,752,752,687,687
2008,23320,Fakulta právnická,938,797,938,797,111,111,60,60
2008,23330,Filozofická fakulta,3682,2857,2964,2315,1859,1592,1215,1203
2008,23420,Fakulta pedagogická,3687,3430,2733,2505,1625,1350,898,871
2008,23510,Fakulta ekonomická,2792,2124,2309,1709,1092,1054,687,686
2008,23520,Fakulta aplikovaných věd,1504,1154,904,654,1096,625,462,461
2008,23900,celoškolská pracoviště,601,556,483,449,139,139,121,121
2008,24000,Technická univerzita v Liberci,6785,5984,5561,4971,4286,3842,2858,2848
2008,24210,Fakulta strojní,999,999,990,990,989,981,696,696
2008,24220,"Fakulta mechatroniky, informatiky a mezioborových studií",423,329,421,329,277,277,219,219
2008,24310,Hospodářská fakulta,1626,1414,1261,1070,872,734,494,494
2008,24410,Fakulta textilní,726,712,549,541,518,477,364,363
2008,24510,Fakulta přírodovědně-humanitní a pedagogická,2425,2014,2159,1834,1380,1285,900,895
2008,24520,Fakulta umění a architektury,292,261,261,243,84,83,59,59
2008,24900,celoškolská pracoviště,294,255,287,250,166,163,126,126
2008,25000,Univerzita Pardubice,8876,7580,6998,6128,4826,4263,3148,3120
2008,25110,Fakulta restaurování,68,67,65,64,25,25,25,25
2008,25210,Fakulta filozofická,2252,1786,1733,1435,983,868,642,631
2008,25310,Fakulta chemicko-technologická,1277,1269,1119,1116,1081,975,645,644
2008,25410,Fakulta ekonomicko-správní,2834,2150,2138,1577,1179,941,684,677
2008,25510,Dopravní fakulta Jana Pernera,1175,1094,1149,1071,848,845,694,693
2008,25520,Fakulta zdravotnických studií,535,479,521,465,184,182,130,130
2008,25530,Fakulta elektrotechniky a informatiky,735,735,678,678,526,504,328,328
2008,26000,Vysoké učení technické v Brně,13520,10897,11468,9494,7360,6781,5566,5501
2008,26110,Fakulta stavební,3588,3081,3315,2867,2573,2478,1773,1770
2008,26210,Fakulta strojního inženýrství,2217,1655,2142,1632,1560,1539,1284,1284
2008,26220,Fakulta elektrotechniky a komunikačních technologií,1690,1198,1654,1178,1126,1109,938,934
2008,26230,Fakulta informačních technologií,1530,1159,1528,1159,705,705,595,595
2008,26310,Fakulta chemická,830,775,774,722,490,461,264,264
2008,26410,Fakulta architektury,525,525,525,525,119,119,111,111
2008,26420,Fakulta výtvarných umění,324,314,322,314,53,53,52,52
2008,26510,Fakulta podnikatelská,2816,2190,2558,1966,734,676,549,542
2008,27000,Vysoká škola báňská - Technická univerzita Ostrava,12330,11349,10880,10218,9125,8437,6797,6729
2008,27120,Fakulta stavební,1512,1095,1428,1089,1035,1032,887,887
2008,27200,Fakulta bezpečnostního inženýrství,852,731,852,731,647,647,532,532
2008,27230,Fakulta strojní,1167,1110,1156,1102,1083,1075,782,781
2008,27240,Fakulta elektrotechniky a informatiky,1686,1341,1638,1311,1312,1284,1020,1020
2008,27350,Hornicko-geologická fakulta,1911,1890,1831,1816,1453,1403,1167,1165
2008,27360,Fakulta metalurgie a materiálového inženýrství,1001,994,989,983,934,928,714,714
2008,27510,Ekonomická fakulta,4142,4142,3898,3898,2620,2463,1666,1662
2008,27900,celoškolská pracoviště,59,46,56,43,41,38,29,29
2008,28000,Univerzita Tomáše Bati ve Zlíně,9875,8250,8641,7338,4719,4408,3548,3512
2008,28110,Fakulta technologická,1774,1367,1713,1333,1311,1288,1050,1048
2008,28120,Fakulta managementu a ekonomiky,2597,2347,2308,2111,1277,1197,794,792
2008,28130,Fakulta multimediálních komunikací,1148,964,1114,943,274,274,258,258
2008,28140,Fakulta aplikované informatiky,1121,731,1020,668,662,615,529,529
2008,28150,Fakulta humanitních studií,3235,2841,3063,2692,1195,1158,917,914
2008,31000,Vysoká škola ekonomická v Praze,15052,12608,10020,8684,5092,4148,3735,3652
2008,31110,Fakulta financí a účetnictví,2462,2101,2462,2101,972,972,617,617
2008,31120,Fakulta mezinárodních vztahů,2532,2039,2529,2038,962,961,763,762
2008,31130,Fakulta podnikohospodářská,3778,3196,3641,3088,988,969,542,540
2008,31140,Fakulta informatiky a statistiky,1915,1313,1821,1262,996,990,824,823
2008,31150,Národohospodářská fakulta,3355,3247,3353,3245,686,686,686,686
2008,31160,Fakulta managementu v Jindřichůvě Hradci,1010,712,1007,709,488,486,303,301
2008,41000,Česká zemědělská univerzita v Praze,12634,10319,10020,8285,7726,6607,5564,5465
2008,41110,Provozně ekonomická fakulta,6351,4895,5118,3877,2900,2432,1888,1873
2008,41210,Agronomická fakulta,2298,1958,1848,1598,1560,1316,1131,1116
2008,41310,Technická fakulta,1295,1058,1245,1019,937,902,731,731
2008,41320,Fakulta lesnická a dřevařská,965,849,915,815,849,815,650,648
2008,41330,Fakulta životního prostředí,1402,1286,1339,1241,1235,1195,987,978
2008,41900,celoškolská pracoviště,323,273,323,273,245,245,177,177
2008,43000,Mendelova zemědělská a lesnická univerzita v Brně,9368,8600,7283,6706,5202,4459,3388,3337
2008,43110,Provozně ekonomická fakulta,4431,3976,3787,3371,1932,1703,1275,1260
2008,43210,Agronomická fakulta,1985,1976,1662,1654,1451,1301,784,783
2008,43310,Fakulta regionálního rozvoje a mezinárodních studií,646,531,620,507,449,425,382,380
2008,43410,Lesnická a dřevařská fakulta,1010,876,878,761,536,474,413,410
2008,43510,Zahradnická fakulta (Lednice),756,740,572,560,491,405,307,306
2008,43900,celoškolská pracoviště,540,501,537,498,343,343,227,227
2008,51000,Akademie múzických umění v Praze,1031,924,943,863,192,190,184,182
2008,51110,Hudební fakulta,288,245,271,234,98,98,93,93
2008,51210,Divadelní fakulta,288,242,252,220,34,32,34,32
2008,51310,Filmová a televizní fakulta,455,437,444,427,60,60,57,57
2008,54000,Janáčkova akademie múzických umění v Brně,396,315,372,305,120,120,107,107
2008,54510,Hudební fakulta,187,147,181,145,74,74,69,69
2008,54530,Divadelní fakulta,209,168,193,160,46,46,38,38
2008,55000,Vysoká škola polytechnická Jihlava,1978,1755,1820,1646,1400,1342,1040,1033
2008,56000,Vysoká škola technická a ekonomická v Českých Budějovicích,639,534,638,533,411,411,276,276
2008,61000,"Bankovní institut vysoká škola, a.s.",1165,1165,1154,1154,1165,1154,927,921
2008,62000,"EPI, s.r.o.",622,556,618,556,556,556,479,479
2008,63000,"Vysoká škola hotelová v Praze, s.r.o.",505,505,503,503,505,503,505,503
2008,64000,"Vysoká škola finanční a správní, o.p.s.",1673,1401,1672,1400,1398,1397,1275,1274
2008,65000,"Vysoká škola Karlovy Vary, o.p.s.",688,688,685,685,586,585,474,473
2008,66000,"ŠKODA AUTO VŠ, a.s.",318,281,318,281,254,254,175,175
2008,67000,"Literární akademie, s.r.o.",187,115,187,115,115,115,107,107
2008,68000,"Vysoká škola podnikání, a.s.",1170,989,1110,983,983,980,859,859
2008,6A000,"Vysoká škola aplikovaného práva, s.r.o.",347,347,347,347,261,261,261,261
2008,6B000,"Vysoká škola ekonomie a managementu, o.p.s.",964,964,957,957,956,950,956,950
2008,6D000,"University of New York in Prague, s.r.o",65,60,58,53,54,47,45,40
2008,6E000,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",875,703,865,698,703,698,605,601
2008,6F000,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",221,177,219,176,177,176,138,138
2008,6H000,"Středočeský vysokoškolský institut, s.r.o.",336,315,327,308,315,308,273,266
2008,6J000,Academia Rerum civilium,97,72,97,72,69,69,69,69
2008,6K000,"Vysoká škola evropských a regionálních studií, o.p.s.",281,229,280,229,229,229,228,228
2008,6L000,"Rašínova vysoká škola, s.r.o.",124,97,124,97,97,97,93,93
2008,6M000,Vysoká škola regionálního rozvoje,313,309,291,290,267,265,267,265
2008,6N000,"Filmová akademie Miroslava Ondříčka v Písku, o.p.s.",36,36,35,35,36,35,30,29
2008,6P000,Vysoká škola tělesné výchovy a sportu Palestra,148,116,148,116,115,115,95,95
2008,6Q000,"Newton College, a.s.",159,135,153,129,121,116,95,91
2008,6R000,Vysoká škola logistiky o.p.s.,305,290,302,289,288,288,264,264
2008,6S000,"Vysoká škola zdravotnická, o.p.s.",158,115,158,115,115,115,96,96
2008,6T000,"B.I.B.S., a.s.",265,212,265,212,211,211,186,186
2008,70000,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o",73,73,68,68,73,68,73,68
2008,71000,"Soukromá vysoká škola ekonomických studií, s. r. o.",144,144,144,144,113,113,113,113
2008,72000,"Vysoká škola obchodní v Praze, o.p.s.",1306,1178,1306,1178,1150,1150,957,957
2008,73000,"Akademie STING, o.p.s",372,196,371,196,196,196,196,196
2008,75000,"Metropolitní univerzita Praha, o.p.s.",1495,1233,1449,1230,1217,1214,1189,1187
