Rok,RID,NAZEV,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných
2006,11210,Filozofická fakulta,4380,3667,3951,3330,951,910,746,740
2006,11230,Fakulta sociálních věd,4400,3777,3686,3203,749,690,580,561
2006,11240,Fakulta humanitních studií,1421,1202,1421,1202,776,776,585,585
2006,11260,Katolická teologická fakulta,261,218,256,215,172,172,154,154
2006,11270,Evangelická teologická fakulta,188,158,187,157,119,118,119,118
2006,11280,Husitská teologická fakulta,460,389,369,314,280,242,212,201
2006,11310,Přírodovědecká fakulta,2913,2447,2183,1780,1423,1066,733,720
2006,11320,Matematicko-fyzikální fakulta,1279,1013,1211,957,619,581,426,415
2006,11410,Pedagogická fakulta,3674,3060,3223,2676,830,782,618,604
2006,11510,Fakulta tělesné výchovy a sportu,2029,1492,1821,1358,538,503,436,426
2006,12000,Jihočeská univerzita v Českých Budějovicích,8560,7117,6925,5771,3280,2913,2176,2138
2006,12110,Fakulta zdravotně sociální,2555,2088,2029,1672,691,634,543,541
2006,12210,Filozofická fakulta,541,417,492,377,323,297,162,161
2006,12220,Zemědělská fakulta,2107,1900,1826,1626,989,858,601,591
2006,12260,Fakulta teologická,623,531,575,492,282,270,218,216
2006,12310,Biologická fakulta,707,490,626,425,198,180,97,95
2006,12410,Pedagogická fakulta,2027,1691,1933,1617,797,781,555,552
2006,13000,Univerzita J. E. Purkyně v Ústí nad Labem,7238,6010,6115,5177,3674,3382,2619,2592
2006,13430,Fakulta pedagogická,954,815,925,795,444,433,361,359
2006,13440,Přírodovědecká fakulta,898,766,816,703,628,597,417,416
2006,13510,Fakulta sociálně ekonomická,2476,2025,2146,1770,1238,1125,919,915
2006,13520,Fakulta životního prostředí,1160,953,1072,877,629,627,356,356
2006,13530,Fakulta umění a designu,437,363,436,363,75,75,70,70
2006,13900,celoškolská pracoviště,1313,1088,1167,970,660,624,496,489
2006,14000,Masarykova univerzita,37380,33871,25520,23247,12638,9528,8056,7435
2006,14110,Lékařská fakulta,2006,1652,1739,1412,405,368,279,278
2006,14210,Filozofická fakulta,7058,6276,5332,4776,3428,2706,2042,1959
2006,14220,Právnická fakulta,3586,3280,3045,2766,379,353,379,353
2006,14230,Fakulta sociálních studií,7629,6813,5792,5074,1749,1271,1078,1012
2006,14310,Přírodovědecká fakulta,2843,2529,2408,2149,1806,1589,1030,1003
2006,14330,Fakulta informatiky,1692,1634,1619,1564,1017,968,568,565
2006,14410,Pedagogická fakulta,5771,5551,4835,4635,2113,1826,1357,1317
2006,14510,Fakulta sportovních studií,1597,1193,1201,853,396,326,308,270
2006,14560,Fakulta ekonomicko-správní,5198,4943,4499,4271,1345,1185,1015,982
2006,15000,Univerzita Palackého v Olomouci,15472,12698,12586,10526,5372,4785,3447,3410
2006,15110,Lékařská fakulta,1526,1259,1400,1144,206,195,141,141
2006,15210,Filozofická fakulta,5744,4575,5083,4099,1712,1569,1123,1111
2006,15220,Právnická fakulta,516,382,516,382,102,102,72,72
2006,15260,Cyrilometodějská teologická fakulta,596,509,573,491,251,246,212,212
2006,15310,Přírodovědecká fakulta,3219,2802,2685,2384,1954,1736,994,990
2006,15410,Pedagogická fakulta,1893,1548,1680,1375,507,486,368,366
2006,15510,Fakulta tělesné kultury,1978,1623,1657,1357,640,583,537,529
2006,16000,Veterinární a farmaceutická univerzita Brno,268,222,265,220,171,170,109,109
2006,16270,Fakulta veterinární hygieny a ekologie,268,222,265,220,171,170,109,109
2006,17000,Ostravská univerzita v Ostravě,9876,8948,8324,7595,2835,2667,2031,2003
2006,17110,Fakulta zdravotnických studií,1201,1075,971,873,371,346,281,280
2006,17250,Filozofická fakulta,3122,2774,2663,2386,1133,1049,694,688
2006,17310,Přírodovědecká fakulta,1920,1707,1694,1495,599,578,556,548
2006,17450,Pedagogická fakulta,3367,3173,3169,2992,688,677,456,454
2006,17900,celoškolská pracoviště,266,219,252,206,44,44,44,44
2006,18000,Univerzita Hradec Králové,7784,5920,6738,5197,1993,1894,1449,1436
2006,18440,Pedagogická fakulta,4045,3180,3419,2706,972,923,776,768
2006,18450,Fakulta informatiky a managementu,3133,2281,3009,2211,765,742,487,485
2006,18460,Fakulta humanitních studií,606,459,567,430,256,247,186,184
2006,19000,Slezská univerzita v Opavě,7129,5555,6407,5086,2783,2684,1953,1942
2006,19240,Filozoficko-přírodovědecká fakulta,3291,2773,2952,2526,1227,1164,866,861
2006,19520,Obchodně podnikatelská fakulta v Karviné,3783,2739,3648,2667,1521,1520,1062,1061
2006,19900,celoškolská pracoviště,55,43,55,43,35,35,25,25
2006,21000,České vysoké učení technické v Praze,11614,10285,9932,8896,8566,7771,5722,5686
2006,21110,Fakulta stavební,2764,2205,2726,2178,1696,1695,1260,1260
2006,21220,Fakulta strojní,2159,2159,2157,2157,2154,2152,1289,1289
2006,21230,Fakulta elektrotechnická,3366,2967,3235,2847,2651,2574,1693,1692
2006,21260,Fakulta dopravní,985,687,978,683,528,525,381,380
2006,21340,Fakulta jaderná a fyzikálně inženýrská,1245,1245,1244,1244,900,900,596,596
2006,21450,Fakulta architektury,698,662,693,657,288,287,248,247
2006,21460,Fakulta biomedicínského inženýrství,251,214,247,211,203,201,135,134
2006,21900,celoškolská pracoviště,146,146,145,145,146,145,120,119
2006,22000,Vysoká škola chemicko-technologická v Praze,3081,3073,2684,2676,2496,2239,1172,1168
2006,22310,Fakulta chemické technologie,1056,1056,995,995,730,724,370,370
2006,22320,Fakulta technologie ochrany prostředí,351,349,351,349,317,317,151,151
2006,22330,Fakulta potravinářské a biochemické technologie,1287,1284,1287,1284,1115,1115,451,451
2006,22340,Fakulta chemicko-inženýrská,358,355,357,354,306,305,172,172
2006,22900,celoškolská pracoviště,29,29,29,29,28,28,28,28
2006,23000,Západočeská univerzita v Plzni,14792,11792,10322,8352,6611,5443,4286,4217
2006,23210,Fakulta strojní,1254,1029,1241,1023,993,989,735,734
2006,23220,Fakulta elektrotechnická,1807,1308,1107,784,681,681,643,643
2006,23320,Fakulta právnická,1134,954,1134,954,106,106,62,62
2006,23330,Filozofická fakulta,3199,2571,2611,2082,1350,1250,958,954
2006,23420,Fakulta pedagogická,2248,1711,2068,1597,1028,996,714,706
2006,23510,Fakulta ekonomická,3001,2403,2476,1950,1145,1114,704,703
2006,23520,Fakulta aplikovaných věd,1680,1376,865,675,1222,596,391,391
2006,23900,celoškolská pracoviště,469,440,395,376,86,85,79,78
2006,24000,Technická univerzita v Liberci,5857,4933,5008,4297,2978,2749,2125,2121
2006,24210,Fakulta strojní,934,934,934,934,915,915,685,685
2006,24220,Fakulta mechatroniky a mezioborových inženýrských studií,481,373,481,373,314,314,223,223
2006,24310,Hospodářská fakulta,1835,1516,1438,1161,804,665,450,449
2006,24410,Fakulta textilní,687,481,597,434,371,341,286,286
2006,24510,Fakulta přírodovědně-humanitní a pedagogická,1437,1211,1370,1169,433,433,370,370
2006,24520,Fakulta architektury,317,269,294,262,69,69,58,58
2006,24900,celoškolská pracoviště,166,149,166,149,72,72,53,53
2006,25000,Univerzita Pardubice,9144,7541,7449,6101,4640,4036,2860,2821
2006,25110,Fakulta restaurování,61,44,61,44,14,14,14,14
2006,25210,Fakulta filozofická,2361,1930,2044,1666,888,812,549,541
2006,25310,Fakulta chemicko-technologická,1082,822,994,756,756,699,435,434
2006,25410,Fakulta ekonomicko-správní,3404,2806,2511,1999,1540,1179,806,790
2006,25510,Dopravní fakulta Jana Pernera,1020,1007,1012,999,867,864,696,695
2006,25900,celoškolská pracoviště,1216,932,1140,858,575,548,360,357
2006,26000,Vysoké učení technické v Brně,13083,10810,11093,9446,6746,6293,5365,5306
2006,26110,Fakulta stavební,2906,2383,2726,2270,2148,2071,1665,1650
2006,26210,Fakulta strojního inženýrství,2001,1383,1954,1371,1296,1287,1103,1103
2006,26220,Fakulta elektrotechniky a komunikačních technologií,1916,1916,1871,1871,1241,1237,1023,1022
2006,26230,Fakulta informačních technologií,1691,1246,1689,1245,680,680,535,535
2006,26310,Fakulta chemická,798,584,759,553,546,524,388,386
2006,26410,Fakulta architektury,383,383,383,383,94,94,89,89
2006,26420,Fakulta výtvarných umění,369,357,368,357,43,43,40,40
2006,26510,Fakulta podnikatelská,3019,2558,2933,2495,698,687,522,521
2006,27000,Vysoká škola báňská - Technická univerzita Ostrava,11086,9308,9965,8579,8174,7686,6191,6166
2006,27120,Fakulta stavební,1184,962,1183,962,940,940,561,561
2006,27200,Fakulta bezpečnostního inženýrství,1107,767,1103,767,706,706,575,575
2006,27230,Fakulta strojní,1168,1127,1167,1126,1103,1102,786,786
2006,27240,Fakulta elektrotechniky a informatiky,1611,1178,1605,1178,1113,1113,865,865
2006,27350,Hornicko-geologická fakulta,1775,1717,1749,1699,1563,1549,1297,1297
2006,27360,Fakulta metalurgie a materiálového inženýrství,686,672,685,672,666,666,480,480
2006,27510,Ekonomická fakulta,3555,2885,3506,2850,2083,2065,1627,1625
2006,28000,Univerzita Tomáše Bati ve Zlíně,8848,6918,7660,6019,3954,3691,3000,2976
2006,28110,Fakulta technologická,1391,1169,1361,1157,1134,1122,778,778
2006,28120,Fakulta managementu a ekonomiky,2667,1852,2296,1587,965,886,677,677
2006,28130,Fakulta multimediálních komunikací,1032,868,1001,844,281,281,267,267
2006,28140,Fakulta aplikované informatiky,873,636,848,619,548,538,417,412
2006,28900,celoškolská pracoviště,2885,2393,2722,2252,1026,972,861,859
2006,31000,Vysoká škola ekonomická v Praze,13976,11204,9357,7553,4964,3646,2907,2891
2006,31110,Fakulta financí a účetnictví,2510,2043,2510,2043,876,876,513,513
2006,31120,Fakulta mezinárodních vztahů,2542,2095,2541,2094,732,732,605,605
2006,31130,Fakulta podnikohospodářská,3735,3171,3732,3171,957,957,462,462
2006,31140,Fakulta informatiky a statistiky,1685,1225,1636,1199,895,894,564,563
2006,31150,Národohospodářská fakulta,2331,1854,2331,1854,950,950,419,419
2006,31160,Fakulta managementu v Jindřichůvě Hradci,1173,816,1171,815,554,554,344,344
2006,41000,Česká zemědělská univerzita v Praze,11869,9793,9738,8102,6890,6015,4680,4627
2006,41110,Provozně ekonomická fakulta,7038,5775,5833,4753,3315,2854,1984,1971
2006,41210,Agronomická fakulta,1843,1544,1539,1328,1362,1199,1001,996
2006,41310,Technická fakulta,1202,917,1155,885,788,766,617,616
2006,41410,Lesnická fakulta,1468,1295,1331,1192,1211,1121,917,911
2006,41900,celoškolská pracoviště,318,262,317,262,214,214,161,161
2006,43000,Mendelova zemědělská a lesnická univerzita v Brně,8899,7919,7041,6229,4619,3870,2802,2777
2006,43110,Provozně ekonomická fakulta,3620,2834,3214,2489,1401,1214,937,930
2006,43210,Agronomická fakulta,2712,2712,2283,2283,1549,1404,872,867
2006,43410,Lesnická a dřevařská fakulta,1335,1141,1140,968,664,595,484,482
2006,43510,Zahradnická fakulta (Lednice),891,891,664,664,788,609,332,331
2006,43900,celoškolská pracoviště,341,341,341,341,217,217,177,177
2006,51000,Akademie múzických umění v Praze,1006,903,905,831,174,172,166,165
2006,51110,Hudební fakulta,255,219,246,214,88,87,81,81
2006,51210,Divadelní fakulta,258,210,220,185,34,34,34,34
2006,51310,Filmová a televizní fakulta,493,474,465,449,52,51,51,50
2006,54000,Janáčkova akademie múzických umění v Brně,404,331,376,314,116,115,106,106
2006,54510,Hudební fakulta,193,148,190,146,65,65,56,56
2006,54530,Divadelní fakulta,211,183,189,169,51,50,50,50
2006,55000,Vysoká škola polytechnická Jihlava,1782,1782,1735,1735,768,751,546,546
2006,61000,"Bankovní institut vysoká škola, a.s.",528,528,528,528,528,528,528,528
2006,62000,"EPI, s.r.o.",621,444,617,443,443,442,434,433
2006,63000,"Vysoká škola hotelová v Praze, s.r.o.",646,646,581,581,646,581,641,576
2006,64000,"Vysoká škola finanční a správní, o.p.s.",1467,1343,1457,1337,1267,1262,1146,1144
2006,65000,"Vysoká škola Karlovy Vary, o.p.s.",428,390,426,389,386,385,329,328
2006,66000,"ŠKODA AUTO VŠ, a.s.",383,350,369,337,335,324,240,234
2006,67000,"Literární akademie, s.r.o.",61,36,61,36,36,36,29,29
2006,68000,"Vysoká škola podnikání, a.s.",1102,909,1060,905,906,903,798,798
2006,6A000,"Vysoká škola aplikovaného práva, s.r.o.",151,151,149,149,111,111,111,111
2006,6B000,"Vysoká škola ekonomie a managementu, o.p.s.",384,384,383,383,348,347,348,347
2006,6C000,"Vysoká škola v Plzni, o.p.s.",431,365,430,364,251,251,202,202
2006,6D000,"University of New York in Prague, s.r.o",98,97,94,93,88,84,86,83
2006,6E000,"Vysoká škola manažerské informatiky, ekonomiky a práva, a.s.",497,497,490,490,497,490,348,348
2006,6F000,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",177,140,166,132,139,131,118,113
2006,6H000,"Středočeský vysokoškolský institut, s.r.o.",221,213,214,206,213,206,185,181
2006,6J000,Academia Rerum civilium,151,120,151,120,120,120,111,111
2006,6K000,"Vysoká škola evropských a regionálních studií, o.p.s.",317,266,316,266,255,255,228,228
2006,6L000,"Rašínova vysoká škola, s.r.o.",114,89,114,89,89,89,80,80
2006,6M000,Vysoká škola regionálního rozvoje,87,87,87,87,78,78,78,78
2006,6N000,"Filmová akademie Miroslava Ondříčka v Písku, o.p.s.",31,31,30,30,27,26,23,22
2006,6P000,Vysoká škola tělesné výchovy a sportu Palestra,72,72,72,72,72,72,72,72
2006,6Q000,"Newton College, a.s.",103,103,102,102,103,102,103,102
2006,6R000,Vysoká škola logistiky o.p.s.,231,206,230,206,200,200,195,195
2006,6S000,"Vysoká škola zdravotnická, o.p.s.",276,228,275,227,228,227,188,187
2006,6T000,"B.I.B.S., a.s.",229,181,227,179,181,179,176,174
2006,70000,"Vysoká škola cestovního ruchu, hotelnictví a lázeňství, s.r.o",47,38,44,37,38,37,32,31
2006,71000,"Soukromá vysoká škola ekonomických studií, s. r. o.",133,111,133,111,99,99,99,99
2006,72000,"Vysoká škola obchodní v Praze, o.p.s.",497,497,493,493,494,490,335,335
2006,73000,"Akademie STING, o.p.s",312,215,311,215,215,215,204,204
2006,74000,"Pražský technologický institut, o.p.s.",19,19,19,19,19,19,19,19
2006,75000,"Vysoká škola veřejné správy a mezinárodních vztahů, o.p.s.",536,408,514,402,408,402,408,402
2006,76000,Vysoká škola Jana Amose Komenského s.r.o.,1638,1569,1614,1552,1435,1428,1329,1329
2006,77000,"Vysoká škola Karla Engliše, a. s.",169,169,169,169,139,139,139,139
2006,78000,"Anglo-americká vysoká škola, o.p.s.",45,40,41,36,38,34,35,33
2006,79000,"Pražská vysoká škola psychosociálních studií, s.r.o.",44,38,43,37,26,26,19,19
2006,7A000,"Západomoravská vysoká škola Třebíč, o.p.s.",28,28,28,28,28,28,28,28
2006,7B000,Soukromá vysoká škola ekonomická Znojmo s.r.o.,258,258,251,251,258,251,258,251
2006,7C000,Moravská vysoká škola Olomouc o.p.s.,268,236,268,236,236,236,188,188
2007,00000,všechny veřejné a soukromé VŠ,278017,235766,138837,127606,127699,92370,89988,85873
2007,11000,Univerzita Karlova v Praze,27534,22511,18675,15728,8321,6775,5819,5610
2007,11110,1. lékařská fakulta,603,459,592,454,151,151,107,107
2007,11120,3. lékařská fakulta,787,642,771,626,148,145,119,119
2007,11130,2. lékařská fakulta,235,185,235,185,33,33,26,26
2007,11150,Lékařská fakulta Hradec Králové,398,354,398,354,63,63,61,61
2007,11160,Farmaceutická fakulta Hradec Králové,229,180,227,180,166,166,99,99
2007,11210,Filozofická fakulta,6416,5121,5081,4153,1429,1241,1081,1055
2007,11230,Fakulta sociálních věd,5646,4904,4472,3943,903,817,677,657
2007,11240,Fakulta humanitních studií,1580,1117,1580,1117,757,757,513,513
2007,11260,Katolická teologická fakulta,280,234,280,234,174,174,143,143
2007,11270,Evangelická teologická fakulta,237,199,237,199,132,132,118,118
2007,11280,Husitská teologická fakulta,436,416,343,330,391,306,252,242
2007,11310,Přírodovědecká fakulta,3047,2560,2224,1802,1486,1068,757,749
2007,11320,Matematicko-fyzikální fakulta,1212,928,1134,864,802,740,536,527
2007,11410,Pedagogická fakulta,4600,3883,4037,3438,1163,1089,831,820
2007,11510,Fakulta tělesné výchovy a sportu,1828,1329,1634,1194,523,490,499,489
2007,12000,Jihočeská univerzita v Českých Budějovicích,10180,8626,7866,6703,4375,3718,2821,2772
2007,12110,Fakulta zdravotně sociální,2765,2287,2250,1883,812,732,617,614
2007,12210,Filozofická fakulta,541,426,475,374,249,226,135,135
2007,12220,Zemědělská fakulta,932,932,766,766,665,566,411,399
2007,12260,Fakulta teologická,519,433,477,398,283,273,230,229
2007,12310,Přírodovědecká fakulta,576,402,502,343,255,220,130,130
2007,12410,Pedagogická fakulta,2974,2537,2729,2348,1098,1069,711,709
2007,12510,Ekonomická fakulta,1873,1609,1524,1275,1013,813,587,585
2007,13000,Univerzita J. E. Purkyně v Ústí nad Labem,9621,7699,7730,6337,4859,4285,3292,3233
2007,13410,Filozofická fakulta,628,473,536,404,347,300,207,205
2007,13420,Fakulta výrobních technologií a managementu,292,245,286,242,244,241,207,207
2007,13430,Fakulta pedagogická,2833,2223,2516,2024,1178,1106,842,832
2007,13440,Přírodovědecká fakulta,1261,968,1120,893,878,817,566,561
2007,13510,Fakulta sociálně ekonomická,2535,2022,2205,1753,1077,962,723,722
2007,13520,Fakulta životního prostředí,1114,980,1011,884,807,807,519,519
2007,13530,Fakulta umění a designu,435,356,435,356,76,76,66,66
2007,13900,celoškolská pracoviště,523,432,426,354,252,226,162,157
2007,14000,Masarykova univerzita,43830,39293,28112,25265,14591,10592,8775,8050
2007,14110,Lékařská fakulta,2232,1799,1848,1454,428,372,252,251
2007,14210,Filozofická fakulta,9016,7859,6619,5835,3930,3027,2231,2132
2007,14220,Právnická fakulta,3813,3390,3177,2801,337,309,326,299
2007,14230,Fakulta sociálních studií,9028,8155,6376,5624,1678,1122,915,855
2007,14310,Přírodovědecká fakulta,3182,2846,2595,2318,2139,1781,1066,1034
2007,14330,Fakulta informatiky,2011,1915,1815,1729,1202,1089,655,643
2007,14410,Pedagogická fakulta,7218,6909,5882,5593,2637,2256,1754,1680
2007,14510,Fakulta sportovních studií,1749,1187,1328,847,454,353,335,301
2007,14560,Fakulta ekonomicko-správní,5581,5233,4649,4336,1786,1503,1241,1192
2007,15000,Univerzita Palackého v Olomouci,19651,16465,14983,12740,6995,6031,4058,3973
2007,15110,Lékařská fakulta,1460,1209,1305,1071,221,201,148,146
2007,15210,Filozofická fakulta,6793,5764,5692,4839,2459,2195,1278,1253
2007,15220,Právnická fakulta,586,406,586,406,87,87,60,60
2007,15260,Cyrilometodějská teologická fakulta,536,479,512,462,265,261,223,223
2007,15310,Přírodovědecká fakulta,3153,2786,2643,2375,2081,1848,1018,1000
2007,15410,Pedagogická fakulta,5089,4175,4209,3399,1219,1083,816,809
2007,15510,Fakulta tělesné kultury,2034,1646,1674,1370,663,606,515,510
2007,16000,Veterinární a farmaceutická univerzita Brno,236,177,233,174,167,164,116,115
2007,16270,Fakulta veterinární hygieny a ekologie,236,177,233,174,167,164,116,115
2007,17000,Ostravská univerzita v Ostravě,11827,10711,9386,8499,3808,3440,2822,2787
2007,17110,Fakulta zdravotnických studií,1383,1269,1196,1095,475,428,362,362
2007,17250,Filozofická fakulta,3716,3156,3230,2747,1180,1071,758,751
2007,17310,Přírodovědecká fakulta,2052,1968,1708,1627,703,670,631,620
2007,17450,Pedagogická fakulta,4356,4058,3758,3488,1362,1271,988,980
2007,17500,Fakulta umění,320,260,311,251,88,88,83,83
2007,18000,Univerzita Hradec Králové,8227,6272,7093,5477,2424,2277,1728,1721
2007,18440,Pedagogická fakulta,3969,3122,3369,2663,1036,971,790,788
2007,18450,Fakulta informatiky a managementu,3247,2295,3083,2211,920,888,643,642
2007,18460,Filozofická fakulta,1011,855,939,810,468,455,295,295
2007,19000,Slezská univerzita v Opavě,7009,5665,5251,4271,3057,2919,2286,2282
2007,19240,Filozoficko-přírodovědecká fakulta,2968,2494,2629,2251,1269,1177,853,851
2007,19520,Obchodně podnikatelská fakulta v Karviné,3988,3129,2736,2085,1752,1746,1416,1415
2007,19900,celoškolská pracoviště,53,42,53,42,36,36,17,17
2007,21000,České vysoké učení technické v Praze,10724,9386,9373,8296,7326,6907,5455,5419
2007,21110,Fakulta stavební,2760,2250,2750,2250,1744,1744,1331,1331
2007,21220,Fakulta strojní,1852,1852,1848,1848,1261,1259,1203,1201
2007,21230,Fakulta elektrotechnická,2903,2449,2895,2444,2195,2190,1416,1413
2007,21260,Fakulta dopravní,939,695,932,690,666,661,507,502
2007,21340,Fakulta jaderná a fyzikálně inženýrská,1218,1218,1213,1213,834,831,520,519
2007,21450,Fakulta architektury,646,613,642,610,329,327,251,249
2007,21460,Fakulta biomedicínského inženýrství,295,213,293,212,201,200,131,130
2007,21900,celoškolská pracoviště,111,96,111,96,96,96,96,96
2007,22000,Vysoká škola chemicko-technologická v Praze,2829,2828,2389,2388,2268,1995,1003,999
2007,22310,Fakulta chemické technologie,1074,1074,1014,1014,744,734,352,352
2007,22320,Fakulta technologie ochrany prostředí,342,342,342,342,310,310,131,131
2007,22330,Fakulta potravinářské a biochemické technologie,1033,1032,1033,1032,916,916,367,367
2007,22340,Fakulta chemicko-inženýrská,352,352,352,352,270,270,126,126
2007,22900,celoškolská pracoviště,28,28,28,28,28,28,27,27
2007,23000,Západočeská univerzita v Plzni,16934,13960,11374,9432,7041,5781,4502,4436
2007,23210,Fakulta strojní,1084,832,1048,810,827,805,641,641
2007,23220,Fakulta elektrotechnická,1519,1127,966,695,652,652,600,600
2007,23320,Fakulta právnická,1057,894,1057,894,116,116,77,77
2007,23330,Filozofická fakulta,3739,2961,2983,2371,1476,1333,985,981
2007,23420,Fakulta pedagogická,4439,4085,3468,3149,1465,1264,863,842
2007,23510,Fakulta ekonomická,3011,2325,2582,1945,1322,1293,826,826
2007,23520,Fakulta aplikovaných věd,1586,1291,916,710,1083,634,426,426
2007,23900,celoškolská pracoviště,499,445,424,389,100,98,84,84
2007,24000,Technická univerzita v Liberci,7247,6234,5954,5183,4255,3732,2808,2785
2007,24210,Fakulta strojní,1004,1004,1003,1003,1001,1000,757,757
2007,24220,Fakulta mechatroniky a mezioborových inženýrských studií,436,304,436,304,261,261,186,186
2007,24310,Hospodářská fakulta,1858,1510,1392,1098,825,622,414,414
2007,24410,Fakulta textilní,605,565,527,494,455,413,317,316
2007,24510,Fakulta přírodovědně-humanitní a pedagogická,2879,2425,2562,2180,1569,1444,1025,1014
2007,24520,Fakulta umění a architektury,306,289,270,257,53,53,41,41
2007,24900,celoškolská pracoviště,159,137,159,137,91,91,68,68
2007,25000,Univerzita Pardubice,9216,7314,7700,6146,4712,4233,3056,3022
2007,25110,Fakulta restaurování,86,84,85,83,29,28,28,28
2007,25210,Fakulta filozofická,2096,1674,1738,1376,914,817,579,569
2007,25310,Fakulta chemicko-technologická,1136,1136,1047,1047,1012,936,584,583
2007,25410,Fakulta ekonomicko-správní,3393,2624,2791,2149,1312,1142,779,770
2007,25510,Dopravní fakulta Jana Pernera,1233,830,1210,827,827,825,663,663
2007,25520,Fakulta zdravotnických studií,505,396,505,396,118,118,90,90
2007,25900,celoškolská pracoviště,767,570,739,556,500,489,333,333
2007,26000,Vysoké učení technické v Brně,13420,11002,11330,9548,6986,6556,5538,5464
2007,26110,Fakulta stavební,3154,2417,2962,2306,2143,2086,1635,1633
2007,26210,Fakulta strojního inženýrství,2131,1622,2050,1598,1532,1513,1227,1227
2007,26220,Fakulta elektrotechniky a komunikačních technologií,1907,1907,1837,1837,1306,1293,1163,1157
2007,26230,Fakulta informačních technologií,1624,1259,1622,1259,689,689,576,576
2007,26310,Fakulta chemická,857,816,828,788,485,471,295,295
2007,26410,Fakulta architektury,409,346,409,346,101,101,86,86
2007,26420,Fakulta výtvarných umění,363,359,362,358,34,33,31,30
2007,26510,Fakulta podnikatelská,2975,2276,2835,2174,696,672,525,524
2007,27000,Vysoká škola báňská - Technická univerzita Ostrava,12023,9923,10397,8846,8458,7775,6358,6299
2007,27120,Fakulta stavební,1495,1230,1414,1216,1142,1132,790,786
2007,27200,Fakulta bezpečnostního inženýrství,1165,824,1163,824,722,722,578,578
2007,27230,Fakulta strojní,1423,1385,1422,1384,1377,1376,919,919
2007,27240,Fakulta elektrotechniky a informatiky,1482,1043,1456,1023,968,949,799,799
2007,27350,Hornicko-geologická fakulta,1865,1786,1780,1711,1481,1427,1167,1163
2007,27360,Fakulta metalurgie a materiálového inženýrství,878,871,872,867,859,856,629,629
2007,27510,Ekonomická fakulta,3650,2731,3451,2583,1863,1781,1444,1440
2007,27900,celoškolská pracoviště,65,53,63,52,46,45,32,32
2007,28000,Univerzita Tomáše Bati ve Zlíně,9727,7728,8357,6750,4170,3899,3225,3198
2007,28110,Fakulta technologická,1619,1272,1575,1257,1237,1225,898,897
2007,28120,Fakulta managementu a ekonomiky,2250,1721,1951,1519,911,857,659,658
2007,28130,Fakulta multimediálních komunikací,1365,1180,1332,1155,297,297,267,267
2007,28140,Fakulta aplikované informatiky,987,619,925,586,554,534,432,431
2007,28150,Fakulta humanitních studií,3506,2936,3292,2755,1171,1117,969,966
2007,31000,Vysoká škola ekonomická v Praze,15300,12468,10009,8448,5665,4283,3686,3515
2007,31110,Fakulta financí a účetnictví,2921,2293,2920,2292,1027,1026,583,583
2007,31120,Fakulta mezinárodních vztahů,2579,1981,2574,1978,1015,1014,799,799
2007,31130,Fakulta podnikohospodářská,3685,3077,3633,3035,1180,1160,558,558
2007,31140,Fakulta informatiky a statistiky,1828,1475,1754,1439,1271,1263,791,789
2007,31150,Národohospodářská fakulta,3014,2730,3013,2730,685,685,685,685
2007,31160,Fakulta managementu v Jindřichůvě Hradci,1273,912,1271,911,487,486,270,269
2007,41000,Česká zemědělská univerzita v Praze,12413,9833,10093,8015,7303,6282,5000,4951
2007,41110,Provozně ekonomická fakulta,6970,5440,5727,4408,3347,2873,2049,2041
2007,41210,Agronomická fakulta,1940,1661,1611,1397,1404,1201,1014,1002
2007,41310,Technická fakulta,1332,1045,1291,1014,890,863,661,661
2007,41320,Fakulta lesnická a dřevařská,835,671,790,642,671,642,533,529
2007,41330,Fakulta životního prostředí,980,751,944,734,751,734,567,564
2007,41900,celoškolská pracoviště,356,265,356,265,240,240,176,176
2007,43000,Mendelova zemědělská a lesnická univerzita v Brně,8627,7953,6733,6207,4585,3927,2841,2813
2007,43110,Provozně ekonomická fakulta,3636,3199,3144,2743,1738,1478,1101,1092
2007,43210,Agronomická fakulta,2569,2569,2115,2115,1434,1338,782,779
2007,43410,Lesnická a dřevařská fakulta,1138,953,996,836,614,560,452,451
2007,43510,Zahradnická fakulta (Lednice),807,785,569,555,475,386,288,287
2007,43900,celoškolská pracoviště,477,447,472,442,324,324,218,218
2007,51000,Akademie múzických umění v Praze,1033,938,962,886,188,187,175,174
2007,51110,Hudební fakulta,285,241,277,236,93,93,82,82
2007,51210,Divadelní fakulta,274,237,242,216,36,36,36,36
2007,51310,Filmová a televizní fakulta,474,460,461,448,59,58,57,56
2007,54000,Janáčkova akademie múzických umění v Brně,459,373,428,359,139,137,139,137
2007,54510,Hudební fakulta,209,165,207,165,71,71,71,71
2007,54530,Divadelní fakulta,250,208,222,194,68,66,68,66
2007,55000,Vysoká škola polytechnická Jihlava,2045,2045,1835,1835,919,878,603,597
2007,56000,Vysoká škola technická a ekonomická v Českých Budějovicích,435,344,433,344,325,325,214,214
2007,61000,"Bankovní institut vysoká škola, a.s.",828,828,828,828,828,828,828,828
2007,62000,"EPI, s.r.o.",643,640,638,636,544,544,407,407
2007,63000,"Vysoká škola hotelová v Praze, s.r.o.",532,532,532,532,532,532,532,532
